date,holiday_flag,promo_flag,order_volume,delivery_count,inventory_level,lead_time_avg,warehouse_utilization,vehicle_availability,fuel_price_index,economic_index,temperature,rainfall_mm,lag_1_order,lag_7_order,lag_30_order,rolling_mean_7,rolling_std_7,month,day_of_week,quarter
2020-01-11,0,0,430,410,15376.768782025349,2.837832191691067,0.8059896460195124,24,85.08504737636194,65.321192480432,18.235983433716218,2.826981050664612,394.0,399.0,,416.0,23.130067012440765,1,5,1
2020-01-12,1,1,473,465,15168.780052651735,2.9586543658888145,0.6917356667988075,25,85.05019569457878,64.55035582058152,19.433390195110217,2.1197319122463063,430.0,446.0,,419.85714285714283,30.151995906454648,1,6,1
2020-01-13,0,0,427,415,15009.209371019611,3.1550103923318975,0.8715666554281496,25,84.98814617703,64.35174122005667,20.780076822344228,8.934799451366402,473.0,432.0,,419.14285714285717,29.874340000679364,1,0,1
2020-01-14,0,0,426,413,14805.365463940581,3.045770951723635,0.7602780858988325,22,84.95431394720066,64.62456385790674,20.762056919100857,7.17958104716017,427.0,417.0,,420.42857142857144,29.960291180478347,1,1,1
2020-01-15,0,0,439,430,14538.806730965776,2.6407486754889806,0.7126178787655942,35,84.95810702566872,64.58486429717888,20.626637945573155,6.27218875570278,426.0,414.0,,424.0,30.55050463303895,1,2,1
2020-01-16,0,0,412,392,15069.999581720016,2.542073274897333,0.5748790345992536,31,85.00520887117135,64.7401968066065,21.594147137916266,4.7319947583363575,439.0,379.0,,428.7142857142857,24.370161302395267,1,3,1
2020-01-17,0,0,420,403,15402.834347217116,1.8389774717676208,0.7219351033247111,23,85.04222461287014,64.10071517979725,20.201113526054634,0.20728736218695132,412.0,394.0,,432.42857142857144,19.738770164806365,1,4,1
2020-01-18,0,0,400,389,15882.926222753182,2.145319025582689,0.8536722611018203,20,85.04978474231447,64.45762780383559,21.009979984779303,5.250815835183509,420.0,430.0,,428.14285714285717,23.291118274488063,1,5,1
2020-01-19,1,0,431,407,15577.20246786429,2.443460652426097,0.7773801767418868,23,85.0391202093463,64.08970066834999,16.904507146400277,0.9948061406668247,400.0,473.0,,422.14285714285717,12.902565267271106,1,6,1
2020-01-20,0,0,390,369,15595.015905342014,2.679905460116995,0.8579001078797739,20,85.04799101710789,63.89492886371123,20.574426775637946,0.820642677331614,431.0,427.0,,416.85714285714283,17.382256963434195,1,0,1
2020-01-21,0,0,405,398,15271.63899904099,2.580152566645775,0.7327843181217432,27,85.03087596319091,64.03756790045482,22.188630458252295,7.243972198356205,390.0,426.0,,413.85714285714283,17.353468158925928,1,1,1
2020-01-22,0,0,449,440,15097.715279741724,2.839690385554367,0.5938308308849584,24,85.08758197505111,64.09941483337333,20.960504714013943,3.546952212299101,405.0,439.0,,415.2857142857143,19.980943302008896,1,2,1
2020-01-23,0,0,394,371,14868.18353388758,2.1916737032418574,0.555046742959276,21,85.08133869906904,64.11380284478268,21.025583839225636,10.06155763951774,449.0,412.0,,412.7142857142857,21.569378647473687,1,3,1
2020-01-24,0,0,417,401,15178.079535497971,2.5909336507134624,0.6621912322858787,31,85.07848954974689,63.66342675159663,20.490395975853986,7.987442700190872,394.0,420.0,,412.2857142857143,21.42984123221854,1,4,1
2020-01-25,0,0,400,389,15079.022115972532,1.923399140747109,0.8082564744541832,36,85.00536740972122,63.483697104877116,23.09822249436148,0.28247804752047845,417.0,400.0,,412.2857142857143,21.42984123221854,1,5,1
2020-01-26,1,0,447,434,15346.116949396035,2.37913173301649,0.8423961644584268,26,84.99891805978596,63.48500725937934,22.705301563859933,6.9756459830993425,400.0,431.0,,414.57142857142856,24.405307775544372,1,6,1
2020-01-27,0,0,427,417,15497.147171793164,2.8502251661364415,0.659428548809522,30,85.0265220363388,62.659956119479084,23.18948118442576,8.927876169707405,447.0,390.0,,419.85714285714283,22.09395521727283,1,0,1
2020-01-28,0,0,411,390,16073.056859819362,2.7707611948006616,0.7333919507268014,23,84.99128719129654,62.38243633969106,20.278198586762837,8.79692611615372,427.0,405.0,,420.7142857142857,21.530708965833636,1,1,1
2020-01-29,0,0,444,424,15703.19580403443,3.1868998320410507,0.7058139946406102,24,84.96651342025827,62.61504426711077,22.306578753641233,4.831057954511131,411.0,449.0,,420.0,20.4939015319192,1,2,1
2020-01-30,0,0,452,445,16018.004113981131,2.1890475763828583,0.7018934302100284,25,84.99267288384348,61.848582304803564,22.311199334413168,9.546200099137504,444.0,394.0,,428.2857142857143,19.94755027327324,1,3,1
2020-01-31,0,0,384,376,16304.614331581313,2.4974650188435707,0.6355990238840558,30,84.94394319546738,62.54253129576011,22.45756933812377,3.9105858529625896,452.0,417.0,386.0,423.57142857142856,26.031116910709923,1,4,1
2020-02-01,0,0,412,398,16061.269622074553,2.2613425792835953,0.6004573088608997,20,84.97885062871627,63.30429925332001,22.200613469129078,2.8034274906282652,384.0,400.0,421.0,425.2857142857143,24.574473786935148,2,5,1
2020-02-02,1,0,461,452,16313.052956192843,2.4168443596828446,0.6227747665455489,29,84.96128988034056,62.557208907743956,22.668740383176996,10.073916271236637,412.0,447.0,420.0,427.2857142857143,27.07836950848586,2,6,1
2020-02-03,0,1,460,446,16397.0891969494,2.9997301818171436,0.570472983250438,39,84.94846712906434,63.371780687574045,24.246446028554573,8.723425866153075,461.0,427.0,399.0,432.0,29.760152329359293,2,0,1
2020-02-04,0,1,431,415,16340.220131961049,2.7578927052638815,0.6233083744747235,30,84.9113791416952,63.285631734346765,21.072805569922217,5.256654759976019,460.0,411.0,446.0,434.85714285714283,28.333893551884593,2,1,1
2020-02-05,0,0,424,410,16134.23626021805,3.0354176678866143,0.5534043321213904,36,84.92385466828932,63.53674046984099,25.64084468050624,4.366085329059915,431.0,444.0,432.0,432.0,28.266588050205193,2,2,1
2020-02-06,0,0,403,386,15954.458897355753,2.084915551664641,0.782085608235312,27,85.00503044379529,63.23874983856405,24.227034083982108,5.081971452651795,424.0,452.0,417.0,425.0,28.554042329122783,2,3,1
2020-02-07,0,0,396,381,16466.911921302235,3.0227055649780135,0.6670589007334427,32,85.03081985269749,63.7925767349001,23.732391819230173,0.00028716941262940665,403.0,384.0,414.0,426.7142857142857,25.921125783899985,2,4,1
2020-02-08,0,0,449,429,16467.082626041603,1.8836671838497383,0.9100635432279562,39,85.00229843905345,64.0362331462093,25.00655002523504,1.7244927513383952,396.0,412.0,379.0,432.0,26.19160170741765,2,5,1
2020-02-09,1,0,425,413,16662.61512642447,3.0440389926120135,0.6216753087872302,37,85.03977391837468,63.54774119225074,22.309662363158274,2.5115857729727136,449.0,461.0,394.0,426.85714285714283,22.87231639215538,2,6,1
2020-02-10,0,0,464,452,16464.89028100758,2.260703291245019,0.6779565710145498,35,85.02932349335885,62.848619992271566,23.386056944516156,0.33480112130540607,425.0,460.0,430.0,427.42857142857144,23.8666932694718,2,0,1
2020-02-11,0,0,435,423,16269.927044452172,2.2404226867796933,0.6824012286973673,21,85.07468149774596,61.97243853114603,24.168523831029333,0.1668306066553349,464.0,431.0,473.0,428.0,24.013884872437227,2,1,1
2020-02-12,0,0,433,416,16540.423246764658,2.5169240073781296,0.5531270535431104,24,85.10130181901738,62.08520359700569,26.080849316895524,1.176526848108323,435.0,424.0,427.0,429.2857142857143,24.004959804967353,2,2,1
2020-02-13,0,1,446,440,16203.029193876773,3.1169662628125243,0.8605069426245999,37,85.00417814735681,62.428686444073534,24.512954045351375,2.6837325132423153,433.0,403.0,426.0,435.42857142857144,21.53181477765056,2,3,1
2020-02-14,0,0,415,399,16099.225751900456,1.8668939105539675,0.5618379502534002,22,84.97104351946929,62.81926585134119,25.233564007926837,0.380095746497114,446.0,396.0,439.0,438.14285714285717,16.293440105643565,2,4,1
2020-02-15,0,0,426,412,16107.732604668514,2.2931233650990435,0.8978665388498194,36,85.00220823182286,62.74847719457677,24.10889280510999,4.51117360175987,415.0,449.0,412.0,434.85714285714283,16.056448044618318,2,5,1
2020-02-16,1,0,450,434,16135.575755128528,2.9992007841566704,0.8800675099046397,35,85.00721292180364,62.05427932117815,25.521593883552196,6.1116030664688274,426.0,425.0,420.0,438.42857142857144,16.277357922967244,2,6,1
2020-02-17,0,0,427,412,16090.802433874489,2.3544762684096536,0.7481431089518066,25,84.97342897552929,61.64503444236388,27.069139706580998,1.4332260294635015,450.0,464.0,400.0,433.14285714285717,12.047524938461882,2,0,1
2020-02-18,0,0,416,397,16189.757379148468,2.078819656635894,0.7511303627171781,38,84.952520521518,62.33644362574103,26.368192939004164,2.6577582008874785,427.0,435.0,431.0,430.42857142857144,13.599719885070607,2,1,1
2020-02-19,0,0,398,378,16362.971318102922,2.3947118538639764,0.7918978314937779,26,84.88961471305504,62.045666486980984,25.19092982796316,0.4468538008155971,416.0,433.0,390.0,425.42857142857144,18.16459140615018,2,2,1
2020-02-20,0,1,414,393,16546.630704467756,2.3397735020883372,0.6932085044159082,37,84.88669839456666,62.13171706538987,26.212357548678934,1.1380365009538436,398.0,446.0,405.0,420.85714285714283,16.025277651558113,2,3,1
2020-02-21,0,0,396,390,16300.179752300797,3.081582682053385,0.7894722448572066,33,84.9596511555252,61.48632677524494,26.205824396931582,5.926230053649287,414.0,415.0,449.0,418.14285714285717,18.5869898175093,2,4,1
2020-02-22,0,1,445,423,16229.140977818599,2.866708126040336,0.5665643038147402,25,84.98621395741935,61.68827660252036,26.229657935175126,3.78238552334746,396.0,426.0,394.0,420.85714285714283,21.13786942455478,2,5,1
2020-02-23,1,0,435,419,16527.831693287833,2.507161778041609,0.5699976221193989,27,85.05849771845857,61.41366586551292,27.062928335378214,5.238029912835352,445.0,450.0,417.0,418.7142857142857,18.254810194524048,2,6,1
2020-02-24,0,0,376,353,16751.4934901813,3.1837187934101996,0.7191752552592314,34,85.08761682242164,62.041693493778375,27.158642340879794,4.467686471018834,435.0,427.0,400.0,411.42857142857144,23.747681591102427,2,0,1
2020-02-25,0,1,431,409,16408.278627311036,2.451388543786293,0.753360251409233,34,85.12152364075229,62.50582811750246,25.78318771623956,7.193635297210914,376.0,416.0,447.0,413.57142857142856,24.878753605283062,2,1,1
2020-02-26,0,0,435,414,16496.148602399087,1.8815329631483855,0.8784925269242531,34,85.18666823744786,62.20840454955752,26.806337510717434,3.00764802891251,431.0,398.0,427.0,418.85714285714283,24.949472749462938,2,2,1
2020-02-27,0,0,421,411,16001.592290055383,2.1671840505409787,0.5887244345459217,35,85.19911792500616,62.132406133148926,25.674441142501983,4.393405903254685,435.0,414.0,411.0,419.85714285714283,24.862478901808245,2,3,1
2020-02-28,0,0,395,376,16013.326015570476,2.4104986723070376,0.8543797330617391,20,85.19293942339644,61.80173638912455,25.122281148053833,2.780453692284262,421.0,396.0,444.0,419.7142857142857,25.024749653854645,2,4,1
2020-02-29,0,0,376,369,16487.76776975697,2.019663673804568,0.6277175147980658,30,85.22701712144496,60.95007647119754,26.00010244321629,5.4377535979624705,395.0,445.0,452.0,409.85714285714283,26.922286749262735,2,5,1
2020-03-01,1,0,436,426,16250.794590439724,3.12659117685366,0.6958109499487118,24,85.27499384926999,60.43561101346921,26.323176065991465,5.88614818066061,376.0,435.0,384.0,410.0,27.08012801545328,3,6,1
2020-03-02,0,0,399,392,16042.213829066828,2.8735884569448826,0.6671429008861428,24,85.25915501606048,60.554541410101706,24.509690193787453,2.4679048398900543,436.0,376.0,412.0,413.2857142857143,23.414484731424253,3,0,1
2020-03-03,0,0,383,378,16233.221274460042,2.175602080598882,0.6980574509601977,25,85.23534323634325,60.74969710903945,27.62250193189532,9.934498285165455,399.0,431.0,461.0,406.42857142857144,24.371138277733042,3,1,1
2020-03-04,0,0,409,392,15847.520895657632,2.627126346925082,0.6056833342868567,21,85.23992548541348,60.83882585119503,23.35344174881729,10.302179110481026,383.0,435.0,460.0,402.7142857142857,21.045302609009102,3,2,1
2020-03-05,0,0,431,413,15689.332138186372,2.810028819953401,0.7363209275293154,25,85.26736494802222,60.657786018819856,30.01373252548384,1.2991103508732804,409.0,421.0,431.0,404.14285714285717,22.76275152838208,3,3,1
2020-03-06,0,0,401,384,15838.44242258181,3.1177905004695177,0.8466077582376059,33,85.29370195262806,61.21762598225244,28.63749494817262,7.861374798040341,431.0,395.0,424.0,405.0,22.472205054244313,3,4,1
2020-03-07,0,0,398,390,15679.870960659458,3.034289488845575,0.7133675838401919,30,85.24670442182186,61.255751124989004,26.59886313160758,1.533696672291177,401.0,376.0,403.0,408.14285714285717,19.01252719856554,3,5,1
2020-03-08,1,0,412,401,15620.878463856716,2.5212691165934995,0.7315270230823336,23,85.30978742203496,61.67770342184657,26.9977433275925,0.025055357253487287,398.0,436.0,396.0,404.7142857142857,14.862865198364855,3,6,1
2020-03-09,0,0,418,404,15806.924891435474,2.884513667710225,0.8640440065540863,28,85.28862897936486,60.613438342525065,27.42185986427855,2.647108384076502,412.0,399.0,449.0,407.42857142857144,15.37158789083673,3,0,1
2020-03-10,0,1,406,395,15912.311412319614,2.587002655358619,0.8112415024160715,22,85.27988183446753,58.25999819155406,26.420646937018482,0.23439909998776698,418.0,383.0,425.0,410.7142857142857,11.161157134071441,3,1,1
2020-03-11,0,0,380,361,15979.016011393465,2.573785446063756,0.7314681311523203,35,85.25009424058794,58.43027100825691,27.425592769641874,2.154247463784696,406.0,409.0,464.0,406.57142857142856,16.16433463789086,3,2,1
2020-03-12,0,0,391,372,15894.235441575955,1.9606387416734687,0.6453473898299965,30,85.33913909217387,57.57541161602401,27.08590625451678,1.4169051826006482,380.0,431.0,435.0,400.85714285714283,12.811824895106053,3,3,1
2020-03-13,0,0,397,389,15986.750720393195,1.9765927212226129,0.8774228963326377,23,85.34712742429336,57.44794059439618,27.2072635989951,7.543372099778621,391.0,401.0,433.0,400.2857142857143,12.893335303097377,3,4,1
2020-03-14,0,0,390,380,15955.817550368254,2.5413470610314404,0.7634975486255067,20,85.31904524663088,57.266682369781414,27.597239830231437,9.116324605328305,397.0,398.0,446.0,399.14285714285717,13.471309902017392,3,5,1
2020-03-15,1,0,443,419,16070.268952849701,2.1764061629706095,0.6318246157409566,35,85.34755472377964,58.21912273123074,25.859743537790536,1.3330483894418872,390.0,412.0,415.0,403.57142857142856,21.251330490561077,3,6,1
2020-03-16,0,0,392,383,15946.035946570206,1.829451663444656,0.6495743084760639,38,85.37293620449687,58.4591206629969,27.53732986251624,4.932447103456216,443.0,418.0,426.0,399.85714285714283,20.57043648401411,3,0,1
2020-03-17,0,0,379,355,15900.393702975322,2.8119748854602973,0.847159242906411,35,85.36674121271872,58.55863607907611,27.737216779869804,0.6192158515669761,392.0,406.0,450.0,396.0,21.725560982400424,3,1,1
2020-03-18,0,0,390,374,15652.904254837318,1.845481235366231,0.5663338579723586,30,85.39448123424057,59.06083077185631,27.744282081421215,1.080056699485179,379.0,380.0,427.0,397.42857142857144,20.807507802530832,3,2,1
2020-03-19,0,0,391,386,15644.15235233576,2.6333875775456765,0.9170741092006635,27,85.36724659953316,59.28192932395973,27.376584947648546,4.527694384516041,390.0,391.0,416.0,397.42857142857144,20.807507802530832,3,3,1
2020-03-20,0,0,358,346,15441.402136428547,2.55487131177824,0.598230121494473,20,85.35098029645984,59.007323128166675,29.044254015154554,3.0400661158533904,391.0,397.0,398.0,391.85714285714283,25.608778256869687,3,4,1
2020-03-21,0,0,401,396,15162.890523888049,3.156340566808926,0.8445453543968668,28,85.28464314685915,59.65020868631941,27.294995947775266,1.8458115932107533,358.0,390.0,414.0,393.42857142857144,25.81251080940622,3,5,1
2020-03-22,1,0,409,400,15227.555810851896,2.477898395086698,0.6960668672055227,31,85.24095276107991,58.984358609586444,28.030024666454423,4.553380689294037,401.0,443.0,396.0,388.57142857142856,16.42008062157566,3,6,1
2020-03-23,0,0,374,364,15280.740754816312,1.8890420109289163,0.7321199878163628,27,85.30060457766704,59.178306922106586,29.34913490368891,6.694544160197789,409.0,392.0,445.0,386.0,17.185265006200204,3,0,1
2020-03-24,0,0,392,385,15476.459188553454,2.5723631549290467,0.8758407136618939,36,85.35477172238188,58.2497650456248,27.72955073766842,1.1079702258534208,374.0,379.0,435.0,387.85714285714283,17.004201161561628,3,1,1
2020-03-25,0,0,391,372,15368.67779615968,2.977534638862542,0.702777140148009,29,85.3569427477873,58.37213136013439,28.11185322084566,4.66608526975498,392.0,390.0,376.0,388.0,17.029386365926307,3,2,1
2020-03-26,0,0,365,356,15470.691007868869,3.195588997994016,0.7488726888590969,26,85.41181948554456,58.48792514519815,27.76579363350169,18.42059100643942,391.0,391.0,431.0,384.2857142857143,18.988718455215025,3,3,1
2020-03-27,0,0,391,373,15608.390400937285,2.4024804431647016,0.5682408750913929,38,85.40653702748648,59.493798122346945,29.39051206142257,5.9165211854435675,365.0,358.0,435.0,389.0,15.066519173319268,3,4,1
2020-03-28,0,0,366,344,15719.583852895183,2.2484182394954395,0.5508685653309577,25,85.39850448750174,58.55481378628188,27.61786043647233,0.664981191164842,391.0,401.0,421.0,384.0,16.18641405623849,3,5,1
2020-03-29,1,0,443,423,15513.170432194647,3.0693146157327984,0.6405759530106386,38,85.4003693389011,58.19428148076959,29.485859532096413,6.345156377654199,366.0,409.0,395.0,388.85714285714283,26.654759246261953,3,6,1
2020-03-30,0,0,360,350,15550.511302762445,2.06773898070657,0.801815744379944,37,85.39624692625543,58.687890936714076,27.8374700270227,1.3777168514278895,443.0,374.0,376.0,386.85714285714283,28.421990145123893,3,0,1
2020-03-31,0,0,379,361,15641.54637677611,2.661600481046097,0.5948680105428806,34,85.38914544757795,58.88908129055246,26.943598197902926,6.335784445500932,360.0,392.0,436.0,385.0,28.454642269173966,3,1,1
2020-04-01,0,0,361,349,15643.340993503096,2.368000193853327,0.5920919247576834,21,85.42687758511389,58.99726432135497,28.800601280902367,2.796965988881111,379.0,391.0,399.0,380.7142857142857,29.63508217026044,4,2,2
2020-04-02,0,0,415,404,15121.721578910325,1.8575153109377776,0.7020554249732842,33,85.43183206169444,58.42358289957984,27.627382040786205,2.4563594908378663,361.0,365.0,383.0,387.85714285714283,31.200579970189445,4,3,2
2020-04-03,0,0,352,340,15161.843984903695,2.2862038640279767,0.7896997042850439,29,85.45534395992075,58.069091890724984,28.742438720812565,1.432090658846057,415.0,391.0,409.0,382.2857142857143,33.91024567744615,4,4,2
2020-04-04,0,0,384,367,15714.976744753005,2.1713199315037444,0.8134666371317343,35,85.4893795172549,58.81611649565894,24.724629467748834,5.236906667315449,352.0,366.0,431.0,384.85714285714283,33.143267649346,4,5,2
2020-04-05,1,0,396,386,15624.966927563759,2.760527615520882,0.6160267494163987,26,85.5021896485115,58.785210979406585,28.00546044190268,11.690474496965699,384.0,443.0,401.0,378.14285714285717,22.43084610849194,4,6,2
2020-04-06,0,0,368,346,15442.947653099929,3.1283066967686857,0.5794476145276557,27,85.47017069475653,59.01042679709327,27.444209671906076,2.7076696013387167,396.0,360.0,398.0,379.2857142857143,21.538448456301428,4,0,2
2020-04-07,0,0,383,377,15536.284793027779,2.175266062330093,0.8979469025598514,29,85.42552612042073,58.94131379982738,26.71357098029444,4.800117881552973,368.0,379.0,412.0,379.85714285714283,21.582620874433104,4,1,2
2020-04-08,0,0,397,385,15614.379345644422,2.9360523148123545,0.6464465615479776,34,85.43043588136936,58.23146249067752,27.316562783927726,0.9357005862181635,383.0,361.0,418.0,385.0,20.607442021431513,4,2,2
2020-04-09,0,0,404,389,15912.563136998526,1.8775037437137734,0.8657382041152278,27,85.42478442331014,58.79174874632252,27.280206511388005,2.8073590675525333,397.0,415.0,406.0,383.42857142857144,18.21956039404834,4,3,2
2020-04-10,0,0,348,343,15598.096098021304,2.5533694140557386,0.8694918366712427,32,85.4276683404645,59.09368817704201,27.89649662369695,1.7414360471986448,404.0,352.0,380.0,382.85714285714283,19.39440272714916,4,4,2
2020-04-11,0,0,381,371,15780.941161165052,1.8987700891938524,0.8358333589521415,31,85.4271385571693,60.477070279462325,26.295952158853847,5.438819242808844,348.0,384.0,391.0,382.42857142857144,19.398085325250733,4,5,2
2020-04-12,1,0,438,418,15928.546676477918,3.107646187582895,0.6124684344614509,27,85.5123964879548,59.867721451672004,28.296176640836343,6.976514502646115,381.0,396.0,397.0,388.42857142857144,28.605693738934402,4,6,2
2020-04-13,0,0,347,323,15893.01004224278,2.8728917927803463,0.8540665399240541,34,85.46849902151864,60.36126520439229,29.53325547819091,6.073653608108408,438.0,368.0,390.0,385.42857142857144,32.00446397435379,4,0,2
2020-04-14,0,1,398,382,15977.681871723204,2.7211298756864295,0.8346227069193871,31,85.40283079461453,59.57433882477009,28.205313350168698,0.4718397260715985,347.0,383.0,443.0,387.57142857142856,32.31540985792553,4,1,2
2020-04-15,0,0,378,363,16235.046242122793,2.9534549342745304,0.7707875063393004,30,85.41379923012069,59.66874676537394,28.810645799814182,2.2479591383079294,398.0,397.0,392.0,384.85714285714283,32.18917298010081,4,2,2
2020-04-16,0,0,386,372,16453.125087129905,2.7065277137982284,0.6747647530125126,38,85.40137728581928,60.25465071881183,29.12226149815723,4.039395254487454,378.0,404.0,379.0,382.2857142857143,31.10581020599563,4,3,2
2020-04-17,0,0,366,359,16167.370259111472,3.1565221560440078,0.6471281835786213,33,85.41180752552036,59.01136964915394,29.258776451262026,6.788937119710363,386.0,348.0,390.0,384.85714285714283,28.42785354441752,4,4,2
2020-04-18,0,0,354,337,16372.409805800344,2.7995411270106803,0.5950990084697328,37,85.43107566525573,58.88841016460898,29.982642740167517,4.852923500599298,366.0,381.0,391.0,381.0,30.77336510685812,4,5,2
2020-04-19,1,0,382,375,16356.237654542214,3.0945220534151456,0.7386101147533225,32,85.47345112019664,58.55048432418341,27.100216113302004,5.2864964379191575,354.0,438.0,358.0,373.0,18.193405398659962,4,6,2
2020-04-20,0,0,399,380,16374.456179046094,2.5239846488148934,0.7665465239386433,23,85.42371266812397,58.12930994520633,26.79516575538166,12.201732994532446,382.0,347.0,401.0,380.42857142857144,16.328473523849066,4,0,2
2020-04-21,0,0,403,383,16392.755426796517,1.9638901781746079,0.6829554264908413,36,85.40534097749467,58.360437536561946,28.552910807742677,0.022575423208476497,399.0,398.0,409.0,381.14285714285717,17.305380390970402,4,1,2
2020-04-22,0,1,404,387,16355.194679596952,2.539448809992224,0.7258828550419214,38,85.41949009903774,59.0328489604155,28.415406838432546,1.0756241140270437,403.0,378.0,374.0,384.85714285714283,19.20441417511915,4,2,2
2020-04-23,0,0,375,354,16653.12155387372,1.9776219592883306,0.6845003492266287,28,85.44491539769542,58.95288173127801,28.446376061152723,1.8485354961892773,404.0,386.0,392.0,383.2857142857143,19.54238373138638,4,3,2
2020-04-24,0,0,357,350,16632.192063911414,2.629490870846967,0.7871722412086595,26,85.51729923285494,59.07617358781402,29.730139821974447,1.1498501592784485,375.0,366.0,391.0,382.0,21.10292238845905,4,4,2
2020-04-25,0,0,397,373,16352.305531815622,2.4754902847387283,0.8834659068847285,20,85.5488374639017,59.14475883964957,27.42145139218482,13.370467845716199,357.0,354.0,365.0,388.14285714285717,17.55399832354019,4,5,2
2020-04-26,1,0,403,388,16253.92306782319,2.6716055569658943,0.6106504969573696,26,85.54696344023745,59.14584094346342,27.861388778585003,6.701848443116488,397.0,382.0,391.0,391.14285714285717,18.11471383000164,4,6,2
2020-04-27,0,0,376,353,16298.59674702581,1.8140657734767642,0.6911212596641557,26,85.51757906039035,58.492235360836155,26.113131248258526,5.746012225739191,403.0,399.0,366.0,387.85714285714283,18.53311065299576,4,0,2
2020-04-28,0,0,380,365,16605.900443100072,2.07277668831751,0.6021213834618188,39,85.49895749525062,59.15730212186989,29.788998357918107,9.521064503426148,376.0,403.0,443.0,384.57142857142856,17.405527310379714,4,1,2
2020-04-29,0,0,388,368,16756.674114337282,2.4878626046769834,0.7812291950508978,26,85.47939830209303,59.334419342765194,26.757212074073145,7.966211375707157,380.0,404.0,360.0,382.2857142857143,15.35919144697253,4,2,2
2020-04-30,0,0,379,372,16544.04029465052,3.1307049862247887,0.8196820885107805,27,85.50102101183398,59.57134823676674,26.723115154463823,0.5939376885585577,388.0,375.0,379.0,382.85714285714283,15.115428888264566,4,3,2
2020-05-01,0,0,394,384,17165.337773820243,2.337052656497222,0.8948077110610587,35,85.50950192753832,59.08744245935139,26.606256920061696,3.533484710149188,379.0,357.0,361.0,388.14285714285717,10.253919111386237,5,4,2
2020-05-02,0,0,384,366,17231.531601564737,2.3941208364750888,0.6531826127165571,22,85.46582149170052,58.81191022055785,26.175358127707497,1.9252796028946288,394.0,397.0,415.0,386.2857142857143,9.534398874850776,5,5,2
2020-05-03,1,0,444,422,17550.37928606449,2.8005745246092713,0.9015781461702093,32,85.45143674322054,58.70622970193138,25.998299227716576,11.862899522234661,384.0,403.0,352.0,392.14285714285717,23.65324904693196,5,6,2
2020-05-04,0,0,416,395,17512.450677670182,2.645309860200565,0.5734071885736497,29,85.48039581248445,57.78575488586207,26.167104236708187,1.9814509449604518,444.0,376.0,384.0,397.85714285714283,23.933439447967455,5,0,2
2020-05-05,0,0,401,393,17645.790488846545,2.2184966101376666,0.7731151294448977,37,85.49200067019858,56.772934290743464,25.076076800751522,2.7300530488786348,416.0,380.0,396.0,400.85714285714283,22.601095632945018,5,1,2
2020-05-06,0,0,408,389,17855.657614976146,2.375142953794399,0.5711391061570321,26,85.510765942527,56.41248553236032,25.68971216217285,0.14072665496402337,401.0,388.0,368.0,403.7142857142857,21.959920201086785,5,2,2
2020-05-07,0,0,439,424,18160.20629291471,2.1047797184001253,0.8806964494719196,24,85.52340235895889,56.72599799222576,28.88551340400992,5.165202023089271,408.0,379.0,383.0,412.2857142857143,22.4106692278054,5,3,2
